,Vector ID,Year,Province,Employment Type,Type of Statistic,Unit of Measure,Value
614,v107658255,2020,Nova Scotia,All persons with employment income,Median employment income,2021 constant dollars,34200.0
615,v107658256,2020,Nova Scotia,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,12.7
616,v107658257,2020,Nova Scotia,All persons with employment income,"$5,000 to $9,999",Percent,8.8
617,v107658258,2020,Nova Scotia,All persons with employment income,"$10,000 to $19,999",Percent,13.4
618,v107658259,2020,Nova Scotia,All persons with employment income,"$20,000 to $29,999",Percent,10.9
619,v107658260,2020,Nova Scotia,All persons with employment income,"$30,000 to $39,999",Percent,9.9
620,v107658261,2020,Nova Scotia,All persons with employment income,"$40,000 to $49,999",Percent,9.4
621,v107658262,2020,Nova Scotia,All persons with employment income,"$50,000 to $59,999",Percent,7.8
622,v107658263,2020,Nova Scotia,All persons with employment income,"$60,000 to $79,999",Percent,11.7
623,v107658264,2020,Nova Scotia,All persons with employment income,"$60,000 to $69,999",Percent,6.5
624,v107658265,2020,Nova Scotia,All persons with employment income,"$70,000 to $79,999",Percent,5.2
625,v107658266,2020,Nova Scotia,All persons with employment income,"$80,000 to $99,999",Percent,8.2
626,v107658267,2020,Nova Scotia,All persons with employment income,"$80,000 to $89,999",Percent,4.5
627,v107658268,2020,Nova Scotia,All persons with employment income,"$90,000 to $99,999",Percent,3.7
628,v107658269,2020,Nova Scotia,All persons with employment income,"$100,000 and over",Percent,7.2
629,v107658304,2020,Nova Scotia,All persons with employment income,Number of persons,Number,277.0
630,v107658305,2020,Nova Scotia,All persons with employment income,Average employment income,2021 constant dollars,47800.0
631,v107658306,2020,Nova Scotia,All persons with employment income,Median employment income,2021 constant dollars,39000.0
632,v107658307,2020,Nova Scotia,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,11.8
633,v107658308,2020,Nova Scotia,All persons with employment income,"$5,000 to $9,999",Percent,7.0
634,v107658309,2020,Nova Scotia,All persons with employment income,"$10,000 to $19,999",Percent,12.2
635,v107658310,2020,Nova Scotia,All persons with employment income,"$20,000 to $29,999",Percent,10.3
636,v107658311,2020,Nova Scotia,All persons with employment income,"$30,000 to $39,999",Percent,9.8
637,v107658312,2020,Nova Scotia,All persons with employment income,"$40,000 to $49,999",Percent,9.0
638,v107658313,2020,Nova Scotia,All persons with employment income,"$50,000 to $59,999",Percent,8.2
639,v107658314,2020,Nova Scotia,All persons with employment income,"$60,000 to $79,999",Percent,13.0
640,v107658315,2020,Nova Scotia,All persons with employment income,"$60,000 to $69,999",Percent,6.9
641,v107658316,2020,Nova Scotia,All persons with employment income,"$70,000 to $79,999",Percent,6.0
642,v107658317,2020,Nova Scotia,All persons with employment income,"$80,000 to $99,999",Percent,9.5
643,v107658318,2020,Nova Scotia,All persons with employment income,"$80,000 to $89,999",Percent,5.3
644,v107658319,2020,Nova Scotia,All persons with employment income,"$90,000 to $99,999",Percent,4.2
645,v107658320,2020,Nova Scotia,All persons with employment income,"$100,000 and over",Percent,9.3
646,v107658355,2020,Nova Scotia,All persons with employment income,Number of persons,Number,261.0
647,v107658356,2020,Nova Scotia,All persons with employment income,Average employment income,2021 constant dollars,38100.0
648,v107658357,2020,Nova Scotia,All persons with employment income,Median employment income,2021 constant dollars,29400.0
649,v107658358,2020,Nova Scotia,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,13.6
650,v107658359,2020,Nova Scotia,All persons with employment income,"$5,000 to $9,999",Percent,10.7
651,v107658360,2020,Nova Scotia,All persons with employment income,"$10,000 to $19,999",Percent,14.7
652,v107658361,2020,Nova Scotia,All persons with employment income,"$20,000 to $29,999",Percent,11.5
653,v107658362,2020,Nova Scotia,All persons with employment income,"$30,000 to $39,999",Percent,9.9
654,v107658363,2020,Nova Scotia,All persons with employment income,"$40,000 to $49,999",Percent,9.9
655,v107658364,2020,Nova Scotia,All persons with employment income,"$50,000 to $59,999",Percent,7.4
656,v107658365,2020,Nova Scotia,All persons with employment income,"$60,000 to $79,999",Percent,10.4
657,v107658366,2020,Nova Scotia,All persons with employment income,"$60,000 to $69,999",Percent,6.0
658,v107658367,2020,Nova Scotia,All persons with employment income,"$70,000 to $79,999",Percent,4.3
659,v107658368,2020,Nova Scotia,All persons with employment income,"$80,000 to $99,999",Percent,7.0
660,v107658369,2020,Nova Scotia,All persons with employment income,"$80,000 to $89,999",Percent,3.7
661,v107658370,2020,Nova Scotia,All persons with employment income,"$90,000 to $99,999",Percent,3.3
662,v107658371,2020,Nova Scotia,All persons with employment income,"$100,000 and over",Percent,4.9
663,v107658406,2020,New Brunswick,All persons with employment income,Number of persons,Number,430.0
664,v107658407,2020,New Brunswick,All persons with employment income,Average employment income,2021 constant dollars,43600.0
665,v107658408,2020,New Brunswick,All persons with employment income,Median employment income,2021 constant dollars,34100.0
666,v107658409,2020,New Brunswick,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,11.7
667,v107658410,2020,New Brunswick,All persons with employment income,"$5,000 to $9,999",Percent,9.3
668,v107658411,2020,New Brunswick,All persons with employment income,"$10,000 to $19,999",Percent,13.2
669,v107658412,2020,New Brunswick,All persons with employment income,"$20,000 to $29,999",Percent,10.9
670,v107658413,2020,New Brunswick,All persons with employment income,"$30,000 to $39,999",Percent,11.5
671,v107658414,2020,New Brunswick,All persons with employment income,"$40,000 to $49,999",Percent,10.3
672,v107658415,2020,New Brunswick,All persons with employment income,"$50,000 to $59,999",Percent,8.2
673,v107658416,2020,New Brunswick,All persons with employment income,"$60,000 to $79,999",Percent,10.2
674,v107658417,2020,New Brunswick,All persons with employment income,"$60,000 to $69,999",Percent,5.7
675,v107658418,2020,New Brunswick,All persons with employment income,"$70,000 to $79,999",Percent,4.4
676,v107658419,2020,New Brunswick,All persons with employment income,"$80,000 to $99,999",Percent,6.8
677,v107658420,2020,New Brunswick,All persons with employment income,"$80,000 to $89,999",Percent,4.3
678,v107658421,2020,New Brunswick,All persons with employment income,"$90,000 to $99,999",Percent,2.5
679,v107658422,2020,New Brunswick,All persons with employment income,"$100,000 and over",Percent,7.7
680,v107658457,2020,New Brunswick,All persons with employment income,Number of persons,Number,224.0
681,v107658458,2020,New Brunswick,All persons with employment income,Average employment income,2021 constant dollars,50500.0
682,v107658459,2020,New Brunswick,All persons with employment income,Median employment income,2021 constant dollars,39600.0
683,v107658460,2020,New Brunswick,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,10.1
684,v107658461,2020,New Brunswick,All persons with employment income,"$5,000 to $9,999",Percent,8.3
685,v107658462,2020,New Brunswick,All persons with employment income,"$10,000 to $19,999",Percent,11.8
686,v107658463,2020,New Brunswick,All persons with employment income,"$20,000 to $29,999",Percent,10.8
687,v107658464,2020,New Brunswick,All persons with employment income,"$30,000 to $39,999",Percent,9.7
688,v107658465,2020,New Brunswick,All persons with employment income,"$40,000 to $49,999",Percent,9.6
689,v107658466,2020,New Brunswick,All persons with employment income,"$50,000 to $59,999",Percent,9.2
690,v107658467,2020,New Brunswick,All persons with employment income,"$60,000 to $79,999",Percent,11.9
691,v107658468,2020,New Brunswick,All persons with employment income,"$60,000 to $69,999",Percent,6.4
692,v107658469,2020,New Brunswick,All persons with employment income,"$70,000 to $79,999",Percent,5.4
693,v107658470,2020,New Brunswick,All persons with employment income,"$80,000 to $99,999",Percent,7.1
694,v107658471,2020,New Brunswick,All persons with employment income,"$80,000 to $89,999",Percent,4.5
695,v107658472,2020,New Brunswick,All persons with employment income,"$90,000 to $99,999",Percent,2.6
696,v107658473,2020,New Brunswick,All persons with employment income,"$100,000 and over",Percent,11.6
697,v107658508,2020,New Brunswick,All persons with employment income,Number of persons,Number,206.0
698,v107658509,2020,New Brunswick,All persons with employment income,Average employment income,2021 constant dollars,36000.0
699,v107658510,2020,New Brunswick,All persons with employment income,Median employment income,2021 constant dollars,30000.0
700,v107658511,2020,New Brunswick,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,13.4
701,v107658512,2020,New Brunswick,All persons with employment income,"$5,000 to $9,999",Percent,10.5
702,v107658513,2020,New Brunswick,All persons with employment income,"$10,000 to $19,999",Percent,14.8
703,v107658514,2020,New Brunswick,All persons with employment income,"$20,000 to $29,999",Percent,11.1
704,v107658515,2020,New Brunswick,All persons with employment income,"$30,000 to $39,999",Percent,13.5
705,v107658516,2020,New Brunswick,All persons with employment income,"$40,000 to $49,999",Percent,11.2
706,v107658517,2020,New Brunswick,All persons with employment income,"$50,000 to $59,999",Percent,7.2
707,v107658518,2020,New Brunswick,All persons with employment income,"$60,000 to $79,999",Percent,8.3
708,v107658519,2020,New Brunswick,All persons with employment income,"$60,000 to $69,999",Percent,5.0
709,v107658520,2020,New Brunswick,All persons with employment income,"$70,000 to $79,999",Percent,3.3
710,v107658521,2020,New Brunswick,All persons with employment income,"$80,000 to $99,999",Percent,6.5
711,v107658522,2020,New Brunswick,All persons with employment income,"$80,000 to $89,999",Percent,4.2
712,v107658523,2020,New Brunswick,All persons with employment income,"$90,000 to $99,999",Percent,2.4
713,v107658524,2020,New Brunswick,All persons with employment income,"$100,000 and over",Percent,3.5
714,v107658559,2020,Quebec,All persons with employment income,Number of persons,Number,4872.0
715,v107658560,2020,Quebec,All persons with employment income,Average employment income,2021 constant dollars,45900.0
716,v107658561,2020,Quebec,All persons with employment income,Median employment income,2021 constant dollars,36000.0
717,v107658562,2020,Quebec,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,12.6
718,v107658563,2020,Quebec,All persons with employment income,"$5,000 to $9,999",Percent,7.9
719,v107658564,2020,Quebec,All persons with employment income,"$10,000 to $19,999",Percent,12.9
720,v107658565,2020,Quebec,All persons with employment income,"$20,000 to $29,999",Percent,10.9
721,v107658566,2020,Quebec,All persons with employment income,"$30,000 to $39,999",Percent,9.2
722,v107658567,2020,Quebec,All persons with employment income,"$40,000 to $49,999",Percent,10.0
723,v107658568,2020,Quebec,All persons with employment income,"$50,000 to $59,999",Percent,8.3
724,v107658569,2020,Quebec,All persons with employment income,"$60,000 to $79,999",Percent,11.3
725,v107658570,2020,Quebec,All persons with employment income,"$60,000 to $69,999",Percent,6.5
726,v107658571,2020,Quebec,All persons with employment income,"$70,000 to $79,999",Percent,4.7
727,v107658572,2020,Quebec,All persons with employment income,"$80,000 to $99,999",Percent,7.9
728,v107658573,2020,Quebec,All persons with employment income,"$80,000 to $89,999",Percent,4.9
729,v107658574,2020,Quebec,All persons with employment income,"$90,000 to $99,999",Percent,3.0
730,v107658575,2020,Quebec,All persons with employment income,"$100,000 and over",Percent,9.0
731,v107658610,2020,Quebec,All persons with employment income,Number of persons,Number,2593.0
732,v107658611,2020,Quebec,All persons with employment income,Average employment income,2021 constant dollars,51100.0
733,v107658612,2020,Quebec,All persons with employment income,Median employment income,2021 constant dollars,41400.0
734,v107658613,2020,Quebec,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,12.1
735,v107658614,2020,Quebec,All persons with employment income,"$5,000 to $9,999",Percent,7.2
736,v107658615,2020,Quebec,All persons with employment income,"$10,000 to $19,999",Percent,11.0
737,v107658616,2020,Quebec,All persons with employment income,"$20,000 to $29,999",Percent,10.2
738,v107658617,2020,Quebec,All persons with employment income,"$30,000 to $39,999",Percent,8.3
739,v107658618,2020,Quebec,All persons with employment income,"$40,000 to $49,999",Percent,9.5
740,v107658619,2020,Quebec,All persons with employment income,"$50,000 to $59,999",Percent,8.8
741,v107658620,2020,Quebec,All persons with employment income,"$60,000 to $79,999",Percent,12.1
742,v107658621,2020,Quebec,All persons with employment income,"$60,000 to $69,999",Percent,7.0
743,v107658622,2020,Quebec,All persons with employment income,"$70,000 to $79,999",Percent,5.1
744,v107658623,2020,Quebec,All persons with employment income,"$80,000 to $99,999",Percent,8.8
745,v107658624,2020,Quebec,All persons with employment income,"$80,000 to $89,999",Percent,5.1
746,v107658625,2020,Quebec,All persons with employment income,"$90,000 to $99,999",Percent,3.7
747,v107658626,2020,Quebec,All persons with employment income,"$100,000 and over",Percent,11.9
748,v107658661,2020,Quebec,All persons with employment income,Number of persons,Number,2279.0
749,v107658662,2020,Quebec,All persons with employment income,Average employment income,2021 constant dollars,40000.0
750,v107658663,2020,Quebec,All persons with employment income,Median employment income,2021 constant dollars,31100.0
751,v107658664,2020,Quebec,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,13.3
752,v107658665,2020,Quebec,All persons with employment income,"$5,000 to $9,999",Percent,8.8
753,v107658666,2020,Quebec,All persons with employment income,"$10,000 to $19,999",Percent,15.0
754,v107658667,2020,Quebec,All persons with employment income,"$20,000 to $29,999",Percent,11.6
755,v107658668,2020,Quebec,All persons with employment income,"$30,000 to $39,999",Percent,10.2
756,v107658669,2020,Quebec,All persons with employment income,"$40,000 to $49,999",Percent,10.4
757,v107658670,2020,Quebec,All persons with employment income,"$50,000 to $59,999",Percent,7.7
758,v107658671,2020,Quebec,All persons with employment income,"$60,000 to $79,999",Percent,10.3
759,v107658672,2020,Quebec,All persons with employment income,"$60,000 to $69,999",Percent,5.9
760,v107658673,2020,Quebec,All persons with employment income,"$70,000 to $79,999",Percent,4.4
761,v107658674,2020,Quebec,All persons with employment income,"$80,000 to $99,999",Percent,7.0
762,v107658675,2020,Quebec,All persons with employment income,"$80,000 to $89,999",Percent,4.7
763,v107658676,2020,Quebec,All persons with employment income,"$90,000 to $99,999",Percent,2.2
764,v107658677,2020,Quebec,All persons with employment income,"$100,000 and over",Percent,5.7
765,v107658712,2020,Ontario,All persons with employment income,Number of persons,Number,8407.0
766,v107658713,2020,Ontario,All persons with employment income,Average employment income,2021 constant dollars,50500.0
767,v107658714,2020,Ontario,All persons with employment income,Median employment income,2021 constant dollars,37700.0
768,v107658715,2020,Ontario,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,14.5
769,v107658716,2020,Ontario,All persons with employment income,"$5,000 to $9,999",Percent,8.8
770,v107658717,2020,Ontario,All persons with employment income,"$10,000 to $19,999",Percent,11.6
771,v107658718,2020,Ontario,All persons with employment income,"$20,000 to $29,999",Percent,8.5
772,v107658719,2020,Ontario,All persons with employment income,"$30,000 to $39,999",Percent,8.5
773,v107658720,2020,Ontario,All persons with employment income,"$40,000 to $49,999",Percent,7.5
774,v107658721,2020,Ontario,All persons with employment income,"$50,000 to $59,999",Percent,7.8
775,v107658722,2020,Ontario,All persons with employment income,"$60,000 to $79,999",Percent,11.4
776,v107658723,2020,Ontario,All persons with employment income,"$60,000 to $69,999",Percent,6.3
777,v107658724,2020,Ontario,All persons with employment income,"$70,000 to $79,999",Percent,5.1
778,v107658725,2020,Ontario,All persons with employment income,"$80,000 to $99,999",Percent,8.0
779,v107658726,2020,Ontario,All persons with employment income,"$80,000 to $89,999",Percent,4.5
780,v107658727,2020,Ontario,All persons with employment income,"$90,000 to $99,999",Percent,3.5
781,v107658728,2020,Ontario,All persons with employment income,"$100,000 and over",Percent,13.3
782,v107658763,2020,Ontario,All persons with employment income,Number of persons,Number,4404.0
783,v107658764,2020,Ontario,All persons with employment income,Average employment income,2021 constant dollars,57100.0
784,v107658765,2020,Ontario,All persons with employment income,Median employment income,2021 constant dollars,43300.0
785,v107658766,2020,Ontario,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,14.1
786,v107658767,2020,Ontario,All persons with employment income,"$5,000 to $9,999",Percent,6.7
787,v107658768,2020,Ontario,All persons with employment income,"$10,000 to $19,999",Percent,10.2
788,v107658769,2020,Ontario,All persons with employment income,"$20,000 to $29,999",Percent,8.2
789,v107658770,2020,Ontario,All persons with employment income,"$30,000 to $39,999",Percent,8.1
790,v107658771,2020,Ontario,All persons with employment income,"$40,000 to $49,999",Percent,7.3
791,v107658772,2020,Ontario,All persons with employment income,"$50,000 to $59,999",Percent,7.7
792,v107658773,2020,Ontario,All persons with employment income,"$60,000 to $79,999",Percent,11.9
793,v107658774,2020,Ontario,All persons with employment income,"$60,000 to $69,999",Percent,6.5
794,v107658775,2020,Ontario,All persons with employment income,"$70,000 to $79,999",Percent,5.4
795,v107658776,2020,Ontario,All persons with employment income,"$80,000 to $99,999",Percent,9.1
796,v107658777,2020,Ontario,All persons with employment income,"$80,000 to $89,999",Percent,5.2
797,v107658778,2020,Ontario,All persons with employment income,"$90,000 to $99,999",Percent,3.9
798,v107658779,2020,Ontario,All persons with employment income,"$100,000 and over",Percent,16.8
799,v107658814,2020,Ontario,All persons with employment income,Number of persons,Number,4003.0
800,v107658815,2020,Ontario,All persons with employment income,Average employment income,2021 constant dollars,43400.0
801,v107658816,2020,Ontario,All persons with employment income,Median employment income,2021 constant dollars,32300.0
802,v107658817,2020,Ontario,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,15.0
803,v107658818,2020,Ontario,All persons with employment income,"$5,000 to $9,999",Percent,11.1
804,v107658819,2020,Ontario,All persons with employment income,"$10,000 to $19,999",Percent,13.2
805,v107658820,2020,Ontario,All persons with employment income,"$20,000 to $29,999",Percent,8.8
806,v107658821,2020,Ontario,All persons with employment income,"$30,000 to $39,999",Percent,9.0
807,v107658822,2020,Ontario,All persons with employment income,"$40,000 to $49,999",Percent,7.7
808,v107658823,2020,Ontario,All persons with employment income,"$50,000 to $59,999",Percent,7.9
809,v107658824,2020,Ontario,All persons with employment income,"$60,000 to $79,999",Percent,10.8
810,v107658825,2020,Ontario,All persons with employment income,"$60,000 to $69,999",Percent,6.0
811,v107658826,2020,Ontario,All persons with employment income,"$70,000 to $79,999",Percent,4.8
812,v107658827,2020,Ontario,All persons with employment income,"$80,000 to $99,999",Percent,6.9
813,v107658828,2020,Ontario,All persons with employment income,"$80,000 to $89,999",Percent,3.8
814,v107658829,2020,Ontario,All persons with employment income,"$90,000 to $99,999",Percent,3.1
815,v107658830,2020,Ontario,All persons with employment income,"$100,000 and over",Percent,9.5
816,v107659018,2020,Manitoba,All persons with employment income,Number of persons,Number,742.0
817,v107659019,2020,Manitoba,All persons with employment income,Average employment income,2021 constant dollars,45700.0
818,v107659020,2020,Manitoba,All persons with employment income,Median employment income,2021 constant dollars,35000.0
819,v107659021,2020,Manitoba,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,12.8
820,v107659022,2020,Manitoba,All persons with employment income,"$5,000 to $9,999",Percent,8.5
821,v107659023,2020,Manitoba,All persons with employment income,"$10,000 to $19,999",Percent,12.9
822,v107659024,2020,Manitoba,All persons with employment income,"$20,000 to $29,999",Percent,10.7
823,v107659025,2020,Manitoba,All persons with employment income,"$30,000 to $39,999",Percent,9.1
824,v107659026,2020,Manitoba,All persons with employment income,"$40,000 to $49,999",Percent,9.6
825,v107659027,2020,Manitoba,All persons with employment income,"$50,000 to $59,999",Percent,7.9
826,v107659028,2020,Manitoba,All persons with employment income,"$60,000 to $79,999",Percent,12.0
827,v107659029,2020,Manitoba,All persons with employment income,"$60,000 to $69,999",Percent,6.8
828,v107659030,2020,Manitoba,All persons with employment income,"$70,000 to $79,999",Percent,5.2
829,v107659031,2020,Manitoba,All persons with employment income,"$80,000 to $99,999",Percent,7.5
830,v107659032,2020,Manitoba,All persons with employment income,"$80,000 to $89,999",Percent,4.0
831,v107659033,2020,Manitoba,All persons with employment income,"$90,000 to $99,999",Percent,3.5
832,v107659034,2020,Manitoba,All persons with employment income,"$100,000 and over",Percent,9.0
833,v107659069,2020,Manitoba,All persons with employment income,Number of persons,Number,395.0
834,v107659070,2020,Manitoba,All persons with employment income,Average employment income,2021 constant dollars,52600.0
835,v107659071,2020,Manitoba,All persons with employment income,Median employment income,2021 constant dollars,42900.0
836,v107659072,2020,Manitoba,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,11.2
837,v107659073,2020,Manitoba,All persons with employment income,"$5,000 to $9,999",Percent,7.7
838,v107659074,2020,Manitoba,All persons with employment income,"$10,000 to $19,999",Percent,11.1
839,v107659075,2020,Manitoba,All persons with employment income,"$20,000 to $29,999",Percent,9.2
840,v107659076,2020,Manitoba,All persons with employment income,"$30,000 to $39,999",Percent,8.4
841,v107659077,2020,Manitoba,All persons with employment income,"$40,000 to $49,999",Percent,9.6
842,v107659078,2020,Manitoba,All persons with employment income,"$50,000 to $59,999",Percent,7.9
843,v107659079,2020,Manitoba,All persons with employment income,"$60,000 to $79,999",Percent,13.7
844,v107659080,2020,Manitoba,All persons with employment income,"$60,000 to $69,999",Percent,8.0
845,v107659081,2020,Manitoba,All persons with employment income,"$70,000 to $79,999",Percent,5.7
846,v107659082,2020,Manitoba,All persons with employment income,"$80,000 to $99,999",Percent,9.1
847,v107659083,2020,Manitoba,All persons with employment income,"$80,000 to $89,999",Percent,5.1
848,v107659084,2020,Manitoba,All persons with employment income,"$90,000 to $99,999",Percent,4.0
849,v107659085,2020,Manitoba,All persons with employment income,"$100,000 and over",Percent,12.0
850,v107659120,2020,Manitoba,All persons with employment income,Number of persons,Number,347.0
851,v107659121,2020,Manitoba,All persons with employment income,Average employment income,2021 constant dollars,37900.0
852,v107659122,2020,Manitoba,All persons with employment income,Median employment income,2021 constant dollars,28700.0
853,v107659123,2020,Manitoba,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,14.5
854,v107659124,2020,Manitoba,All persons with employment income,"$5,000 to $9,999",Percent,9.4
855,v107659125,2020,Manitoba,All persons with employment income,"$10,000 to $19,999",Percent,14.9
856,v107659126,2020,Manitoba,All persons with employment income,"$20,000 to $29,999",Percent,12.4
857,v107659127,2020,Manitoba,All persons with employment income,"$30,000 to $39,999",Percent,9.9
858,v107659128,2020,Manitoba,All persons with employment income,"$40,000 to $49,999",Percent,9.6
859,v107659129,2020,Manitoba,All persons with employment income,"$50,000 to $59,999",Percent,7.8
860,v107659130,2020,Manitoba,All persons with employment income,"$60,000 to $79,999",Percent,10.2
861,v107659131,2020,Manitoba,All persons with employment income,"$60,000 to $69,999",Percent,5.5
862,v107659132,2020,Manitoba,All persons with employment income,"$70,000 to $79,999",Percent,4.7
863,v107659133,2020,Manitoba,All persons with employment income,"$80,000 to $99,999",Percent,5.7
864,v107659134,2020,Manitoba,All persons with employment income,"$80,000 to $89,999",Percent,2.8
865,v107659135,2020,Manitoba,All persons with employment income,"$90,000 to $99,999",Percent,2.9
866,v107659136,2020,Manitoba,All persons with employment income,"$100,000 and over",Percent,5.5
867,v107659171,2020,Saskatchewan,All persons with employment income,Number of persons,Number,613.0
868,v107659172,2020,Saskatchewan,All persons with employment income,Average employment income,2021 constant dollars,48300.0
869,v107659173,2020,Saskatchewan,All persons with employment income,Median employment income,2021 constant dollars,37800.0
870,v107659174,2020,Saskatchewan,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,12.7
871,v107659175,2020,Saskatchewan,All persons with employment income,"$5,000 to $9,999",Percent,8.8
872,v107659176,2020,Saskatchewan,All persons with employment income,"$10,000 to $19,999",Percent,12.2
873,v107659177,2020,Saskatchewan,All persons with employment income,"$20,000 to $29,999",Percent,9.6
874,v107659178,2020,Saskatchewan,All persons with employment income,"$30,000 to $39,999",Percent,8.4
875,v107659179,2020,Saskatchewan,All persons with employment income,"$40,000 to $49,999",Percent,9.6
876,v107659180,2020,Saskatchewan,All persons with employment income,"$50,000 to $59,999",Percent,7.1
877,v107659181,2020,Saskatchewan,All persons with employment income,"$60,000 to $79,999",Percent,11.9
878,v107659182,2020,Saskatchewan,All persons with employment income,"$60,000 to $69,999",Percent,6.2
879,v107659183,2020,Saskatchewan,All persons with employment income,"$70,000 to $79,999",Percent,5.7
880,v107659184,2020,Saskatchewan,All persons with employment income,"$80,000 to $99,999",Percent,8.1
881,v107659185,2020,Saskatchewan,All persons with employment income,"$80,000 to $89,999",Percent,4.4
882,v107659186,2020,Saskatchewan,All persons with employment income,"$90,000 to $99,999",Percent,3.8
883,v107659187,2020,Saskatchewan,All persons with employment income,"$100,000 and over",Percent,11.6
884,v107659222,2020,Saskatchewan,All persons with employment income,Number of persons,Number,327.0
885,v107659223,2020,Saskatchewan,All persons with employment income,Average employment income,2021 constant dollars,57400.0
886,v107659224,2020,Saskatchewan,All persons with employment income,Median employment income,2021 constant dollars,46600.0
887,v107659225,2020,Saskatchewan,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,10.9
888,v107659226,2020,Saskatchewan,All persons with employment income,"$5,000 to $9,999",Percent,7.7
889,v107659227,2020,Saskatchewan,All persons with employment income,"$10,000 to $19,999",Percent,10.3
890,v107659228,2020,Saskatchewan,All persons with employment income,"$20,000 to $29,999",Percent,8.2
891,v107659229,2020,Saskatchewan,All persons with employment income,"$30,000 to $39,999",Percent,7.4
892,v107659230,2020,Saskatchewan,All persons with employment income,"$40,000 to $49,999",Percent,9.5
893,v107659231,2020,Saskatchewan,All persons with employment income,"$50,000 to $59,999",Percent,6.7
894,v107659232,2020,Saskatchewan,All persons with employment income,"$60,000 to $79,999",Percent,13.5
895,v107659233,2020,Saskatchewan,All persons with employment income,"$60,000 to $69,999",Percent,6.8
896,v107659234,2020,Saskatchewan,All persons with employment income,"$70,000 to $79,999",Percent,6.7
897,v107659235,2020,Saskatchewan,All persons with employment income,"$80,000 to $99,999",Percent,9.1
898,v107659236,2020,Saskatchewan,All persons with employment income,"$80,000 to $89,999",Percent,5.0
899,v107659237,2020,Saskatchewan,All persons with employment income,"$90,000 to $99,999",Percent,4.0
900,v107659238,2020,Saskatchewan,All persons with employment income,"$100,000 and over",Percent,16.8
901,v107659273,2020,Saskatchewan,All persons with employment income,Number of persons,Number,286.0
902,v107659274,2020,Saskatchewan,All persons with employment income,Average employment income,2021 constant dollars,38000.0
903,v107659275,2020,Saskatchewan,All persons with employment income,Median employment income,2021 constant dollars,29800.0
904,v107659276,2020,Saskatchewan,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,14.7
905,v107659277,2020,Saskatchewan,All persons with employment income,"$5,000 to $9,999",Percent,10.0
906,v107659278,2020,Saskatchewan,All persons with employment income,"$10,000 to $19,999",Percent,14.4
907,v107659279,2020,Saskatchewan,All persons with employment income,"$20,000 to $29,999",Percent,11.2
908,v107659280,2020,Saskatchewan,All persons with employment income,"$30,000 to $39,999",Percent,9.6
909,v107659281,2020,Saskatchewan,All persons with employment income,"$40,000 to $49,999",Percent,9.8
910,v107659282,2020,Saskatchewan,All persons with employment income,"$50,000 to $59,999",Percent,7.5
911,v107659283,2020,Saskatchewan,All persons with employment income,"$60,000 to $79,999",Percent,10.0
912,v107659284,2020,Saskatchewan,All persons with employment income,"$60,000 to $69,999",Percent,5.5
913,v107659285,2020,Saskatchewan,All persons with employment income,"$70,000 to $79,999",Percent,4.5
914,v107659286,2020,Saskatchewan,All persons with employment income,"$80,000 to $99,999",Percent,7.1
915,v107659287,2020,Saskatchewan,All persons with employment income,"$80,000 to $89,999",Percent,3.6
916,v107659288,2020,Saskatchewan,All persons with employment income,"$90,000 to $99,999",Percent,3.4
917,v107659289,2020,Saskatchewan,All persons with employment income,"$100,000 and over",Percent,5.6
918,v107659324,2020,Alberta,All persons with employment income,Number of persons,Number,2497.0
919,v107659325,2020,Alberta,All persons with employment income,Average employment income,2021 constant dollars,54900.0
920,v107659326,2020,Alberta,All persons with employment income,Median employment income,2021 constant dollars,41400.0
921,v107659327,2020,Alberta,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,11.9
922,v107659328,2020,Alberta,All persons with employment income,"$5,000 to $9,999",Percent,8.5
923,v107659329,2020,Alberta,All persons with employment income,"$10,000 to $19,999",Percent,11.3
924,v107659330,2020,Alberta,All persons with employment income,"$20,000 to $29,999",Percent,9.2
925,v107659331,2020,Alberta,All persons with employment income,"$30,000 to $39,999",Percent,7.9
926,v107659332,2020,Alberta,All persons with employment income,"$40,000 to $49,999",Percent,8.1
927,v107659333,2020,Alberta,All persons with employment income,"$50,000 to $59,999",Percent,7.0
928,v107659334,2020,Alberta,All persons with employment income,"$60,000 to $79,999",Percent,11.5
